sentence	sentence_id	locale	reason
O‘xshash simptomlar: Astma bilan adashtirish mumkin bo‘lganbeshta kasallik	6a25a469f5a45543d7009dc075b94791d5b5e55075c150a7e125d49f66d77c28	uz	grammar-or-spelling
veligiga oʼtqazib olib	6d9318943f5139edc2bc8b994aaf985aad296ea12e17307e71e1339267165dfe	uz	grammar-or-spelling
ularga qarshi qo‘ygan moddalarimiz bilan «tanishishar»	6d97c07fe7683c5fb927a9006f38649ec303a2aead8aafbda120c723deb6b5d2	uz	grammar-or-spelling
“Talabalar ligasi” g‘oliblari aniqlanding	6c2ba8a9becc785bb9d996cc5fa2cf0c3630c040417532bba562c8c41fa73e9d	uz	grammar-or-spelling
V rossiyskom institute budet sozdan fakultet dlya studentov iz Uzbekistana	6a0dca3161ed8d18dc2dddf352b430f4088111d2f80b6d8db80bb43fe56388d6	uz	grammar-or-spelling
Samarqand va Yurmala – birodarlashgan shaharlarng	6d942a643d6f9a94e01db61bd5ebc50704c2d8299037aa7ed5cf755208db6d8e	uz	grammar-or-spelling
Yo`q, javob berdim, modomiki Tokioga kelgan ekanman, qizimni birrovga ko`rib ketay devdim	6bcec7cdd48d13e445b61b0907e9fa884dc03177cfa26ae07da153cd2ad93fac	uz	grammar-or-spelling
tuzum steril isteblishmentining puritanizmi, boshqa tomondan esa haqiqatda	642ec2bf7717e484a5ea14775f30bfa1a848439b88e361283394752930d7e3a1	uz	grammar-or-spelling
huvillab yotibdi, hamma paxtaga ketgan», dedi o‘rtog‘im.	6b102c5ba17a92d602ca296e46fc3c81531ac852de804904324c4ecba781588e	uz	grammar-or-spelling
Gulnor bir amallab egarga mindi-da, boshi koʼkka yetgudek boʼlib:	6c3f5d8d5ee5565c5455adf594dc7228550bfa4c1754445a36c63b4a9ba31bb6	uz	grammar-or-spelling
Bu erda kuchanib, baqirib gapirish yo‘q.	6dd3f21c60538c3b6cfe67721265a9a8a7dae1bf15d3d2516f7f98f94fd09481	uz	grammar-or-spelling
Kasal esa davno aniqlangan, tashxis davno qo‘yilgan.	6d4ecba544d41365562266b3aa8746a4f9c64391bb2863e1bbcfc3ab411c25d6	uz	different-language
Orolbӯyi paxtakorlari paxta rejasini bajarding	66fc59e593f7bc73a2354bbc44aeee3e3b6d56fbf72ddb83703ddc3343009322	uz	grammar-or-spelling
Adashma, alanglab atrofga ko’z sol…”	6cb808f9904d6c3b6e91c74b359f30c7b3876d68e8b9ea344ec492888094f2b5	uz	grammar-or-spelling
Tarixni bilmoq xayrlidirng	6ac3827e4419eb82404da544dbacd61801cd50d4300f513cb3e0de003933d972	uz	grammar-or-spelling
Onasiz qorongu menga bu dunyo	6d1135e2a81b492b917cd53cf0e4665d3b1f8fe465d68d0fbe651d52ae706b81	uz	grammar-or-spelling
Hayotimiz kushandasi har bir sana –	6b823739442b5b52358c21cc523a60b2260dacc75b50c8bf3801acf9fdb527d4	uz	grammar-or-spelling
Senga biron nima yoqmayotgan bo‘lsa, men ketaman!” – qabilida xatti-harakatlar qiladi.	6ce6202cc7d8fcfa4b4cf74ae9c94384cd878c0dacc3974f8304d2a663519d3c	uz	grammar-or-spelling
Xalqaro sambo federatsiyasi kongressi Toshkentda o‘tkazilading	6ce5566fb60cb2448635d85161c28aeab69a8d307f41e9168740c209ffd14918	uz	grammar-or-spelling
Toliblar qator viloyatlarga yangi gubernator va politsiya rahbarlarini tayinlading	6bef9637fb7bd0e6b21e51807d8d2f8c7a92184202945eb35caf81bf66697a4c	uz	grammar-or-spelling
Balki mendan xato o`tgandir, qat`iyat etishmagandir	6e0a3bf1d27b551675711bbffac99321c9e1d1f4beee4546ca5cefc3ac8b0659	uz	grammar-or-spelling
V rossiyskom institute budet sozdan fakultet dlya studentov iz Uzbekistana	6a0dca3161ed8d18dc2dddf352b430f4088111d2f80b6d8db80bb43fe56388d6	uz	different-language
Kursini aravaga ortishayotganda, bir hammol	6a4a6bf30ac4f11aa11f46c5d47e4e8913c183505d872b09a5a9ebdf4d2766a3	uz	grammar-or-spelling
Farzandlarimonasin ham	6ee3e6da0cd136de077777f3520727298f6f14e69509a9a275945cf0cc0b5a7f	uz	grammar-or-spelling
"-sotiq bilan shug'ullanadi:"	6f1db452a5d2dc057d165b0ac7399df2c742548710a055a794f0af3c4282d050	uz	grammar-or-spelling
"Iste'molchi diktaturasi va qonunni tanlab olish kllanishi asidaorasida ikki xatʙoshi"	6d121077d981e1c880711ebeb35ee68fe3fd75df96bacd605f21084392d4f2d0	uz	grammar-or-spelling
— Sabr!.. — deyishimni bilaman, u portlab ketdi:	6eb25ed6c9203c43a09854083ea7e00ac5038c0579e3ffc7609466db30671b42	uz	grammar-or-spelling
Va hamma qatori tinchgina uchib-qo‘nib yuraveraman endi.»	6e0bcef8d4cf8fd4bf1f5a6f8fd805477630bdfa66b9a236e713e1659c379a45	uz	grammar-or-spelling
Alfraganus: Joy narxiningo´nfoizini to‘lang va poytaxt markazida do‘kon oching	6ef04eafd12a17085cac53b84aa002afeb62993cbc6eb827ebb66753ce060284	uz	grammar-or-spelling
E, boshlig`iyam o`ziningqarindoshi-da	6f50308c650c9606595015520716bc86784277b921147210ac873a4e44f7b408	uz	grammar-or-spelling
Ammo doim “Bu raqam bilan vaqtincha ulanolmaymaysiz” degan shirinsuxan xonimning ovozini eshitadi	6cc2f73dd29db88bbd2761c8bff76fdf326e033bbd36ca4af55459a04fee2b6e	uz	grammar-or-spelling
Muhabbatning oyog`i erga tekkach, bosh changallab qolibdi	6f481d8ca8b7fec9ff32cc09b6738880adfe983469fcf803f6ff79c7788e9a7a	uz	grammar-or-spelling
qiladigan ikkinchi ishim esa real holatda goʻshakni olib, muayyan vazifalarni bajarib koʻrsataman.	6fbecbada7ec1313040db4d5dba5037c3208b73b9720e73f2b5de1138af4961e	uz	grammar-or-spelling
"- Qachon ko'rgansiz samolyotda yoshi larga borgan styuardessalarni?!"	6ead8dbc1b9091f728506a94420a304a8c10e1c3947fa53ca7149854ee0c7821	uz	grammar-or-spelling
Biz bolalarni miyadagi ortiqcha o‘y-xayollarni “kesib tashlab”	6f7c68fe9f483f4b932c2a5ca6dcb8cfae12793927ac136d11edde7ee9ab7f86	uz	grammar-or-spelling
Bundan tashqari Google adsense saytingizning ko’proq qidiruv natijalarida chiqib	6f00bca2077b013d846f07017c9c81a127e29ced555bc34b7d8beb882cef2b2c	uz	different-language
xalqning dardi uchun bag’ishlagan sevimli hofizimiz Dadaxon Xasanov har kuni keldi.	6e5fd3366ee70fddbfab61a91abba5d871b38e6956489711905e13fc98a041d8	uz	grammar-or-spelling
Baday–ovchilik bilan shug‘ullanadigan o‘zbek urug‘i,.	6f3461af9222a05985fb15cf8dc35290951da178788caa7d60b787aa25bdcbe0	uz	grammar-or-spelling
I Q darajasi juda yuqori bo‘lgan	6fac3620c754eac5aef6a5dc01707ee0c08e1ddb651fc1b574147c2dfe5bccf9	uz	different-language
- yetishtirgan hosilini majburiy ravishda arzon narxlarda sotib olyapti;	6d9b5ca868ab153d6faab10b4d2c6f99e1bc0cfdd2da7edd4c9beac59456c367	uz	different-language
- yetishtirgan hosilini majburiy ravishda arzon narxlarda sotib olyapti;	6d9b5ca868ab153d6faab10b4d2c6f99e1bc0cfdd2da7edd4c9beac59456c367	uz	grammar-or-spelling
Uyda maaazzza qilib oshni yeb o‘tirgan G‘ishmat	6da033d9ce8145a5f8c2fb43306ff237abdc7bfdb9f8832b94db9a4fd6ca3fb0	uz	grammar-or-spelling
"uz o'rtasidagi nizoga huquqiy baho berishi kutilmoqda"	66b605ced5becda0b269b166197d09d1bd9342bcb351ceebe4424432df39468d	uz	grammar-or-spelling
Agrobank “Basalt wool” korxonasiga moliyaviy ko‘mak bermoqdang	70dac0e81e7acffe8c3f4b2bae04566c9979440fd229893ca512932595359c9f	uz	grammar-or-spelling
emas haqiqiy mavjudligidan dalolatdir	6fd31ae9af04b0c06009fb19f4d21e5d529b279277cc15a7e23a5561989c44e6	uz	grammar-or-spelling
yoki shunga yaqin so‘zlarni aytishadi.	711b45422617848391322507dcba3d1bfa054942d6b584dc95053606b233f364	uz	grammar-or-spelling
Davlat odamlarni o‘z iyerarxiyasidagi darajasiga qarab - javobgarlik	7086b4f282c6afb1f81b414daa936a2df197195e11775acc1ebf0771c8bfddc5	uz	grammar-or-spelling
Vale men yer farzandi –	7129ca7be86a24e684c2eac8249d82ed35e7a928cce69021ca3943177be5b06d	uz	grammar-or-spelling
yoki uning qiziqishlariga qarshi bo‘lishi mumkin.	710309f3de4a9c6d4e3d1db7c45c3efe5993566cfa186d811b8b31d883d241a2	uz	grammar-or-spelling
— Partbiletim bilan javob beraman!	6ced848e96ac6810177d6f549655f2e95523a3a449f80b9b5d8fe94023b75add	uz	grammar-or-spelling
ya’ni reflektiv ravishda kallasini o‘gira boshlaydi.	6f498da301273e31ff9c84d7f97b84e7f6ace942e31c42a088353244f09ca61f	uz	grammar-or-spelling
Oson ozish uchun nima qilish kerak? Vazn tashlashga yordam beradiganto´rttavsiya	70e96932c5bf0d343a49da29161af5d9a0aa0c1b73990da9c640e31046a10835	uz	grammar-or-spelling
qalbimizni ko‘rishni istaymiz!” – deyishdi.	6d46af3a4580b5abe029134f3c9fbd7550fb57a4d0a4c23da4f1be86d7cdbe2b	uz	grammar-or-spelling
"— Ol ko'zichog'im, sen ham hamma qatori yeyaver"	6e7800c6f19f1c2dd03a68df9baf60749f1ee9c09617427825c088da687ed8a1	uz	grammar-or-spelling
Angrenda Seftriakson sabab vafot etgano´n biryoshli qizning ota-onasi farmatsevtika kompaniyasidan noroziligini bildirdi	6f4dafcc1f9e84bc9f87e076e1db253c0d86d1c5255caefb87ee0937cba6a749	uz	grammar-or-spelling
O’zbekiston xalq shoiri Abdulla Oripovning dostoniga asosida yozilgan	746b17698ec2417ef6c53bbb13513c221b4d412adb6da0b46af5c5d5bcff6bfd	uz	grammar-or-spelling
iqtidorlarni yuzaga chiqarish uchun barcha omillarimiz bor edi	73d85504241c4be280101ff577715364fd4115868b4247efb1ad21ed8728743e	uz	grammar-or-spelling
Men o‘zim kashf etgan usullarni o‘rgatishim	7823886515384597fd9eea287fac81f33ef0fa02ab5fce83bea31c5c60dd39a8	uz	grammar-or-spelling
shu xolos.	78290a3c762a84e382d996909dc6c37b65575b3b5c1764059b87a287c79ac063	uz	grammar-or-spelling
Poeziya – she’r, proza esa she’r emas	77be500ebbe2ea40a1a5f8e6ddf7e16d03e00c49f8c307cdf46abd8a4e170239	uz	grammar-or-spelling
"lekin unga vazminlikni saqlashni o'rgating."	77f6d1b630f058d3bf55308583a58781962e590cc7838ad92eff44c5ecf946f4	uz	grammar-or-spelling
har qanday insonni istagan vaqtida va joyida aybdor yoki qahramon qilish huquqini	7b46ac3e0a21a76a737ce904bd8c9979e298b1fa7824ff59f15b1af4844665d5	uz	grammar-or-spelling
Iikki qo‘yganida o‘zimiz yig’laylik.	798e22380b829941ce1b3cd0df2b2ceb42b627e40204aa42ebf5fd0447a538c3	uz	grammar-or-spelling
At­rof-muhit ifloslanmoqda”, deb bong uriladi.	7b197e0b6460f7ca9443066048c7f6ab1cba610a9287af79e518b694c7940cce	uz	difficult-pronounce
Ustu boshi shalabbo, yepy falak aralash	7ad687ff3fb364973ec197f9bf30ec35a56fd581c5a9b582bf826e285b6af64c	uz	grammar-or-spelling
Ljuʙaja generatsija xoroşa	7e142c5de53a7baac9423829665ceccd6d9bab4a663c68670fb3587d8a0acfe3	uz	different-language
Bu yerda bari o‘zimizning jaydari yaqinlar.	7f76965c6a7c82f590a1df4cbcd33b7dd2cab224bb798ee3ae0abbcb13e88b35	uz	Ggh
Mahalla va oilani qo‘llab-quvvatlash vazirligining murojaating	8030918892d6b34cb5cea892857ab3facb93277efdc06fff45bd955d64066f7d	uz	grammar-or-spelling
Bog‘dor – Xorazm viloyatining Hazorasp tumanidagi qishloq nomi.	815d8fa59e87d64507bb1f4d865842c26a405dc20f05ec9fa8762d7175492ede	uz	grammar-or-spelling
aks holda omonat chaqiriladi	83267ae1a69fede92c132a624bf53fb98726a96ca6f56f7950aaea0bae4106da	uz	grammar-or-spelling
darajada “dissidenlik” tushunchasiga to‘g‘ri keladi va albatta	8346c6bccdd476cf1329b9e66760d849d0a4c125e4512c0bb5e48355ebdfd138	uz	grammar-or-spelling
ko’ziga.	82de275878091315593972572096dda070fb79a56717f358d2fae5e40c921ad7	uz	grammar-or-spelling
uz” yagona elektron platformasi ishga tushdi	838cc923377b8b86ad46b4ab91a2a512a63dd4c34172d78c3e6d9631a89b3fb3	uz	grammar-or-spelling
V Buxare deputatы obsudili zakonoproyekt	83a6d3d5274619de984d3cc187df7c3950eb96c5a838d04e3a79b0158875b62c	uz	different-language
goho noe filьmi singari	80f629a19b23e3681ee45fd122fd100b9f4fb077a5ba422a789abf4e838724fb	uz	different-language
ʙepulga Tiʙʙij xizmatlar jaqinlaşadi	8639fa471a771de5b33e1ac5f65d1312e89134464222433307b12657fa3a407a	uz	different-language
nafaqat haqiqatni to‘g‘ridan-to‘g‘ri himoya qilish	8939f0059f4c258aef0e57711695ae77630063b0323a8ac3c395482cff4d6718	uz	grammar-or-spelling
shu bois, o‘z qanotlarini qorin to‘yg‘izadigan va ozuqa uchun talashib-tortishadigan	8975456cf40da56e6d733e0004be7fbd78a9a5be78dd0270b4f00aff924ca798	uz	grammar-or-spelling
ertangi fuqarolik jamiyati qurishimizga ozgina hissangizni qo‘shing.	884dc3adc7da54f9f18ea0e1851d9fe8c2fb119fd3989363d00c6a946ab1f6b5	uz	grammar-or-spelling
Lochin o‘g‘ri deganlarini bir ko‘rvolaydi.	88b91d3fa76437d3c15e12e375a313826b6fb97f6e4e47a29092fdbc4faa04cf	uz	grammar-or-spelling
qirol nihoyat kimgadir qirollik qilishi mumkinligidan o‘lgudek taltayib.	8be02625f7f408912cd6551323a0e27efeed80acf600e97e730b892f20b25137	uz	grammar-or-spelling
Yo‘llarda ko‘rinuvchanlik cheklangan	8c358dc8dfeed32116f3873065a23c24f2b078e8253012d1cec4b7bf931d4c99	uz	grammar-or-spelling
shuningdek elektron davlat xizmatlari ko‘rsatuvchi davlat organlarining axborot tizimlarida	8d26275464229487deb87d3c6851d4f92555bcd2d52de9095aa704ef1c05740b	uz	grammar-or-spelling
Тфмўшнтштп вумўтшвф қгнпфт ифнешь	8c75dfca54eba0add143b880d3016dc46986ce8853942023229fff70b0e7edda	uz	difficult-pronounce
mazkur suratlardagi kabi manzaralarni ko‘rganimizda yaxshi umidlarimiz tarqab ketadi?	921abb79a529a344ee89e354d270637674d924e805e818fbb740b67e974e7bdf	uz	grammar-or-spelling
o‘zbek ertaklarini deyarli ko‘rmaysiz	989b301cef7c7b587180e27fc9d4bbf4fa1d068b20fdd2a4f676f0561b2ae238	uz	grammar-or-spelling
Millatciroq hisoʙlanadi davlat	9667a122fb52502f0aaacc9d465ce118021a01fdbc59fbc5a62a712db2a70ed0	uz	grammar-or-spelling
bu holda yordamga uning onasi yoki qaynonasi kelishi mumkin.	977447deeedb002524802300c01f5e6ffc2db5ef64da10222d1ec759befaf7b2	uz	grammar-or-spelling
lug‘at boyligini kengaytirishga ko‘maklashamiz	974e6e1afbe05db7c2762b490db36c70b242ff9bf50982dd54781fad50f9ea9d	uz	grammar-or-spelling
Maʼsuma uzun bir soʼlish olib, kostryulь qopqogʼini yopdi-da, xonasiga kirdi. Kino tugabdi.	99f0e93de3bd67d9470963ad74dac0823053e38a0e1c2401eb922b9f19810a11	uz	different-language
Elektron raqamli imzoning yopiq kalitlari va ochiq kalitlari	9c5ebc3bf7eda951b470515db1f45e7784f2525664af4f6fffcb5e545cd04538	uz	grammar-or-spelling
Turizm, sport va madaniy meros ob’ektlarida infratuzilmani yaxshilash masalalari muhokama qilinding	9d7fe947fb81a0b36c2bd412bb10fc33b484ceeee7a88b57aaf27d299629cd1d	uz	grammar-or-spelling
"bolaning nutqiy rivojlanishi buzilishi turli omillarga bog'liq."	a0909c582d2c09686334edb6a2089ad327b5c1c9d79250895a9cbfdfeedf13c5	uz	grammar-or-spelling
Shul sabablara mabni islomiyat dunyosi inqiroz sahrosina yuzlandi	9d35743efe93fe73b45e77660d6d1f46e254bdfedfbef98f11875d2e7dbeddfd	uz	grammar-or-spelling
Eng yaqin kup ishsiz Surxondaryo va Qashqadarjoda	a35502ae0d98c087136825772f7b3e81437a66ca52b037fad67890cc4e30bbdd	uz	grammar-or-spelling
Yoqimsiz holatdan qochish uchun nima qilish kerak? Haddan ortiq terlaydigan odamlarga asqatadigano´ntavsiya	a0bc115e6bc8ae5a2a841841a499cd1188e181b5d93144d33ef9d3b4a37145f2	uz	grammar-or-spelling
Qal Jaholatda gunoh yo’q.am nadir	9acd5da03eb8855b33f752731c40ee8a4d4f0044e7850267795b1e514fa2c60c	uz	grammar-or-spelling
Chechen jangarilari tomonidan Moskva teatrida yuzlab insonlarning garovga olinishi	a4956c1248fe6ad0fee98679ca149765f950ab4ca44a288f74bfef30547365cb	uz	grammar-or-spelling
elektron raqamli imzodan elektron raqamli imzo kalitining sertifikatida ko‘rsatilgan maqsadlarda foydalanilayotgan bo‘lsa.	a4648d75c814461edb84a955b3bc4f947562db2d04be63d041f3def76095fd81	uz	grammar-or-spelling
– soha o‘z-o‘zidan va o‘z yo‘lida rivojlanadi.	a2c477a1e8903055474c2bad2ebf2c1158be01bcb0baf1994d282421b7f7ec7f	uz	grammar-or-spelling
Mos`e Amelning rangi bo`zdek oqardi va o`rnidan turdi	a53b236d24d50142e8366fd5f59d86c4304d5a07a15ae91bca4d1423d4bfb684	uz	grammar-or-spelling
San’at bekorchiliqdan ermakka aylanib qoldi	a1d274cf254a2e212457f21491092f4906d170ab83c5b68ac68c9e368dc55cc0	uz	grammar-or-spelling
To‘y o’sha restoranda bo‘ldi.	a50a293a580a25ad623cdc314b0b27ffee555f45751d615d8ef292c46abd19f2	uz	grammar-or-spelling
unda qushlar kuylab berar bahor bayotin	a4adb049a79cbf59ea05fe6318c6f08456ec3b8e1ec4448be59d477724a9141a	uz	grammar-or-spelling
Biz hamon Pinyada yashardik, bu er bizga yoqib qolgandi	a616f2351d7ce0405e1dbd97281d71a61dac38df439f044dd5e702e0b3e3694e	uz	grammar-or-spelling
Men ham endi erga qarab ko`rsatmaslikka harakat qilayotgan ko`z yoshlarimni yashirmayotgandim	a319e88ea3ad10fd766c7d4a881a2bdc177a61ee29fde381dfb7e9a818bc1274	uz	grammar-or-spelling
millatlar o‘zaro kuchlarini sinash uchun muhoriba maydoniga chiqadilar.	a4ffb19f377745123d9b97b63f1b00d540f57c058f8802b454587bbd6903d104	uz	grammar-or-spelling
— Uzini burjuyman, dedi.	a6d0b1a6c9f218e575bc1de6ea329397d90ee8a342ddb215f0d31e39e5b466e5	uz	grammar-or-spelling
Ammo, yuqorida aytilganidek, ixtiyoriy ravishda	a3e8e0b15e1d132dd60c513683781d5fd07790d6ebae74686e87757a4576a868	uz	grammar-or-spelling
boy Shundaj Bilim ajjatilgan gapga qodir emasmi?! qўjiʙ qўjmajlik, iƶtimoij adolat ʙuzilmasin, demoqci	9a4526d19b722b2aff08004fb8d968c03fb9389e1f98af1f09c7aa269cb8ae62	uz	grammar-or-spelling
boy Shundaj Bilim ajjatilgan gapga qodir emasmi?! qўjiʙ qўjmajlik, iƶtimoij adolat ʙuzilmasin, demoqci	9a4526d19b722b2aff08004fb8d968c03fb9389e1f98af1f09c7aa269cb8ae62	uz	different-language
rivojlangan mamlakat tibbiyotchilari antibiotiklarga nisbatan o‘z qarashlarini o‘zgartirishga majbur bo‘lishyapti.	a9f65759616a1c34a83dc1196de1265c6d2b7ad774fad2db568fcb1e7f70d6b2	uz	difficult-pronounce
Ishchi-xizmatchilar huquq va manfaati kasaba uyushmalari himoyasidang	abc24107634ebbc493dd1a788d1b8db572746fe7022f76d29265003fb9702d02	uz	grammar-or-spelling
Internetdagi turli ma’lumotlarni o‘qib	b007f9e93f484a931323da2f746afa34506cc23463dcce9cc6acbb830853d6b4	uz	offensive-language
Internetdagi turli ma’lumotlarni o‘qib	b007f9e93f484a931323da2f746afa34506cc23463dcce9cc6acbb830853d6b4	uz	grammar-or-spelling
Internetdagi turli ma’lumotlarni o‘qib	b007f9e93f484a931323da2f746afa34506cc23463dcce9cc6acbb830853d6b4	uz	difficult-pronounce
Oʻrtoq Timofeevning ishlari koʻrgazmasi haqida gapirsam.	ace8ee5e0ac6174905b091ed9be387a7a50e9972c938311a821e4d8b26e482e1	uz	grammar-or-spelling
"Shunda bu ko'rsatkich % ga tushdi..."	b418e3ddf9b1eca7dabac2ef8ce0e53b362512e55acb7a10de61bc1a183849f7	uz	grammar-or-spelling
"Interventsiya - davlat byudjetidan qo'shimcha xarajatlarni amalga oshirish orqali umumiy talabni yaratish"	b57c75e4d79973b88b10f8e4bb69ec629b3030b6892b6b294143c83972ec614b	uz	difficult-pronounce
raqobatdosh dasturiy mahsulotlarning mamlakatimizda ishlab chiqarilishini va ichki bozorini	b657e55c3790f7e5a69c1e21d9b61ba17a03984fb570dbc5d524718b2ec5d455	uz	grammar-or-spelling
shaunday ekan, shoir nega har kuni aqalli bitta she’r yozmasligi kerak?	b7d8274a03ba21f53bf6ca782238c54eef0d224e4fef02e80ba8ef5bb3ffe8f1	uz	grammar-or-spelling
Вoimo chiroyli dazmollangan edi kostyumi.	b9a1a858a011d2b5f97c4153d411365069af104558d1c304559d9f16a3034718	uz	grammar-or-spelling
Qizlar гning kiygan kiyimlari oʻziga yarashishini bilardi	b64d15af467b144f3f82bcd71b11aca5c4738292b17b96ad243dbce953af7be2	uz	grammar-or-spelling
Kirdi dimog‘imga tuproqning hidi…	bca0a4416ff8aafe78f394fdad2287111d68923c31802684d7fc8c42f5074b3a	uz	grammar-or-spelling
Tor otxonadan erkinlikka chiqib sevingani ko`rinib turibdi	bcbb5a45dc8fcffdf3ab771a659bb516b36f7993fd63052280dad18029f63473	uz	grammar-or-spelling
Lekin yozuvchi yoki voiz usta bo‘lsa	bdc8dfab0626d111b8916bcdcead35beecbbdf19f0f6df65430d042d2273e7d8	uz	grammar-or-spelling
nыy sindrom. Reaktivnыy psixoz. Depressivno-paranoidnыy sindrom.	b197217066b54588f284a7d1ad0ef99b0edc78a2a8169da564b5efebcfa0dae4	uz	different-language
Onamning boriga Olloxga shkur	bc042b504254a547f4539572c8412c09bbd3b3f6659398b7e7189b0a9e3a3a88	uz	grammar-or-spelling
Otam boyga bosh urib kelgandi	bd8f5d4484c343c137b9527491dc6826a9a6be2d1b538fc5fccde400808a2f2b	uz	offensive-language
Otam boyga bosh urib kelgandi	bd8f5d4484c343c137b9527491dc6826a9a6be2d1b538fc5fccde400808a2f2b	uz	grammar-or-spelling
Otam boyga bosh urib kelgandi	bd8f5d4484c343c137b9527491dc6826a9a6be2d1b538fc5fccde400808a2f2b	uz	different-language
Otam boyga bosh urib kelgandi	bd8f5d4484c343c137b9527491dc6826a9a6be2d1b538fc5fccde400808a2f2b	uz	difficult-pronounce
Otam boyga bosh urib kelgandi	bd8f5d4484c343c137b9527491dc6826a9a6be2d1b538fc5fccde400808a2f2b	uz	"Zor
"
Tolibon yetakchisi Oxunzoda birinchi marta ommaga ko‘rinish berding	bc132ce1388e798c19acf22c97b2f4db52ea0057f636bdaf0de5db395356ae9f	uz	grammar-or-spelling
"Tegishli idoralardan imkon qadar tezroq aniq va iy ma'lumot kutadi"	bb5fc880cf6d51c52593c3dab3431d45a5801db82f7cff6dcb9bbdd361f38106	uz	grammar-or-spelling
Vaqt ham namozidigarga og‘ib bormoqda	b9f54b2e67680d853d9263a4370387edfdb2f7fd2356a052d57c8ed9e58b5b0a	uz	grammar-or-spelling
Skrining tekshiruvi uchun Samarqand shahriga kelish shart emasng	be53812d8f4ce4c73b3030a176f8aefb7678fa8805e6235be77475e14c7e6bec	uz	grammar-or-spelling
Qizning ota-onasi qanchalik boy-badavlat bo‘lsayam, kam xarajat qilib	be351e59e02fac1350bb94384007f0647cce35b24fd10cf02c010c7fe0ec2100	uz	grammar-or-spelling
Bu ne tortiq, be ne orom	bf53cc5eb44a854d24d623b200652210618d6000e39b3bb131fa3297d3601940	uz	grammar-or-spelling
Biz elzasliklar o`qishni doimo ortga suramiz fojeamiz ham ana shunda	befce2c148b6271890e640c0988db168a2b62ed891fb608cdba3011da5ab5a4d	uz	grammar-or-spelling
"Odila bunia ytgan Ismoilning ko'zlariga qaramaslikni afzal bilib, boshini egdi."	beab31eb345d77f5757a1858f5d7fbe52ea357384e568022a9f2cfb67cff4516	uz	grammar-or-spelling
Yyoshlarni kelgusida qanday kelajak kutayotgani haqida taxminiy hisobot yozishlari belgilangandi	bf565ff32ac5a00a46c40acc6e689b1412a1af11d58d1f7d2b5f807d06530902	uz	grammar-or-spelling
giperfaol bolalarning taxminan yarmida Djosgning namoyon bo‘lish ko‘rsatkichlari kamayadi.	be06f08f6f5434e2ae4063ba823120161381dd8d8b09e419c407341a13a5c11a	uz	grammar-or-spelling
Tolibon yetakchisi Oxunzoda birinchi marta ommaga ko‘rinish berding	bc132ce1388e798c19acf22c97b2f4db52ea0057f636bdaf0de5db395356ae9f	uz	grammar-or-spelling
Sari va adras: to‘qimachilik matosiga ijodiy yondashuvng	bbbfe76a7f182bdbf6aaa9a9a8a872002acde9c9e4b5618226eee4db3fc10188	uz	grammar-or-spelling
Burchi ne, hattoki qarzin unutdi –	bf67da59715df1d28e8d4a3b53d59c6ec0d9fe9dbb92310025453f78d7e6740d	uz	grammar-or-spelling
nыy sindrom. Reaktivnыy psixoz. Depressivno-paranoidnыy sindrom.	b197217066b54588f284a7d1ad0ef99b0edc78a2a8169da564b5efebcfa0dae4	uz	different-language
Hadeb yig`layveradi	bfb8322f86fa3156e37db76f1154f3358173d518563213b3dfd943cbdb53eb6e	uz	grammar-or-spelling
Qisqacha mazmuni shunday:	bf6780a0fc7233bfabd1998258eed79dcf43be5e5009503889e24cb0b7d34b23	uz	grammar-or-spelling
Umrimo’tdi quvrinda.	baf6407c5279486dd490b12373e65ebe7d5d187bc5e9a03fe3351b8be85a090a	uz	grammar-or-spelling
"Bugun esa bu haqqatning ochilishida foyda bor deb o'ylayman"	c0035cd3144101690f01c5ab8ed2a109c03a2b86e3b44f5ca728d6d4224e486d	uz	grammar-or-spelling
Yigirma ettiga kirgan nogiron qizimizga avvalgidek g`amxo`rlik qilishi lozim bo`ladi	bfce48149048edfec82db57921c671c2cd27c8e6b3dab41da8f99658bfd15db6	uz	grammar-or-spelling
va elektron hujjatda elektron raqamli imzoni yaratish uchun mo‘ljallangan belgilar ketma-ketligi;	bfc134ec4d40b8af61e6ab52986d92e965da18bdc7b101302e52b5383aa2d762	uz	grammar-or-spelling
— qishloq xo‘jaligini davlat rejasi bilan yuritish prinsipi.	ba1905b93fa8476944be477f65931cce85eb230ccefd5f0d320c0c79eaeabb4d	uz	grammar-or-spelling
Ulkan umid bogʼlab lekin –	be598685be3b026b7b064ac2121a17aca8a538ab7f7a9909d1ed404678618258	uz	grammar-or-spelling
kitobga jarangdor nom tanlab, chiroyli muqovalar ishlab, ichiga uncha e’tibor berilmasa	bde8c4ec971ec82a1f0fe8a3d4ba1cda5e381418d76246dfbbef8e61297b6506	uz	grammar-or-spelling
Djosg deb o‘ylash kerak emas.	b9b12e60d7c51520fc718a6c229375fec0929f48a76a39ce40c0104fdbf8e279	uz	grammar-or-spelling
Andy? Xuddi kun tugagandek edi	bf091375bdfb5ad70a86f51589726eccc186edeb9a61ce0e84c62b81e15b4a22	uz	different-language
Djosg nima sababdan vujudga keladi?	bc2c5c5c98a413f5a700a676914d1cd3ce35578661cfb013455f353d04e027e6	uz	grammar-or-spelling
